Ini salah deh keknya gua sayang sama lo.,love,4
Ciri ciri line kita diblock apa ya?,netral,
"""Untuk Pria: sesulit apapun wanita untuk dimengerti, satu hal yang pasti: Mereka sama sekali tak layak untuk dikasari. """,anger,1
"""Mau curhat dongg, ada yg mau dengerin ga? """,sad,5
kalian pernah ga sih pengen chat tp sekali ada yg ngechat langsung kek males gitu,sad,5
"""Pada umur 20 tahun ini, aku semakin bingung mengenai orientasi seksualku yang sebenarnya and it makes me depressed. M""",sad,5
"""Aku tidak terlalu pandai membahagiakan, tapi, kalau itu tentang kamu, dengan cara apapun, aku ingin kamu selalu bahagia. -22.39""",joy class,3
kalian team suka atau malah gasuka liat mukbang/asmr gitu(?)??,disgusted,
"""gue sama doi satu dospem, jenis penelitiannya sama. tapi ga berani nanya anjir. pdhl emang lg butuh??""",fear,2
Mau mledagg pusing sama tugaaasss,anger,1
"""Nandemonai minna~ #_#""""""",netral,
Ini kenapa tiap gue typo terus spasi kaya auto correct gitu sii,anger,1
M25 here. Ada yg mau ditanyakan?,netral,
Eh ada ibu ibu ????????????,netral,
semoga nnt gue punya suami yg jago masak hahaha,joy class,3
"""Ekspektasi: kalo lagi badmood gini, mas pacar bakal hibur/bikin seneng lagi. Realita: biasa aja dia. Ah resiko punya pacar cuek??""",sad,5
Butuh teman wanita yang ngerti dan peka tanpa harus di kasih tau di saat lagi ke pengen untuk menemani M here,sad,5
"""Knp cowo2 kalo abis mandi, kamar mandinya langsung auto harum, serasa yg mandi bukan dia doang tp kamar mandinya jg. Ade sm abang gue gini, langsung wangi bgtt setoilet""",joy class,3
Ngakak tonight show vincent mau dipeluk olla ramlan malah kabur wkwk,joy class,3
ada yang bintang nya leo shio ny macan disini?,netral,
Jadi.. gimana nih? Lucinta luna apa lucinta gua?,netral,
"""Rain, rain, would you listen to my story? Today, I greet my friends with a big smile. No one noticed, but I'm fine with that.""",joy class,3
Hi there ?? How are you? -M,netral,
Coba kasih kalimat ambigu,netral,
TAPI SAMPAI JADI DEBU TU LIRIKNYA AAAAAAAAAAAAAAAH BANGET DAH WOY,joy class,3
Semenjak kena tipes perut w sensitif bgt gbs makan pedes pasti setelahnya auto melilit sampe gak tidur semaleman. Itu knp ya????,sad,5
"""eh cowo, mau tanya dong tentang kaum kalian. Sumpah ini bikin pusing -_-""",confused,
"""Tadi di duta injil ambas masa ada yg ganteng:(. Gondrong, tp lucu. kan aku kepo siapa namanya:(""",joy class,3
Yaaampun cowo gue bikin story ss ig mantan yg ada foto diaa di feed nyaa. Wkwkwk gitu amaat pengen gue cemburuin. Gitu amat pengen gue komen story nyaa. Wkwk,joy class,3
Aku yang kaya buntelan kentut ini berharap punya cowo kaya rangga. Salahkah?,sad,5
float - sementara di spotifi cuma ada yg live ya?,netral,
"""Kalian pernah ga sih, habis dimarahin / ditegur orang selain keluarga trus habis itu mood jd ancur & males ngomong? Misal ditegur dosen atau dimarahin ditempat kerja""",sad,5
Ada yang pake google keyboard ngga disini? Nanya dong,netral,
Gmn sih cara ngenalin typingan org. Kok tau aja sih itu si a b c dari typing doang,confused,
"""Kok makin sini jadi makin kesel ya sama beberapa cowok yg kenal di tell, jadi kayak bikin males ??""",anger,1
"""kmrn kan gue di kamar ya, sendirian. terus gue tutup pintu kamar gt kan. trs pas gue lg streaming, masa tbtb kayak ada yg nyemprot air gt anjir..... pdhl gue lg sndran di """,fear,3
"""harusnya kita udah move loh tapi karena aku ga punya hago dan instagram trs kamu gamau install line, kita ga jadi move:)""",sad,5
"""Ketika bicara juga sesulit diam, utarakan""",netral,
Aku benci diriku tapi aku tidak ingin menyerah. Aku ingin memperbaiki diriku dari hal hal yang aku benci. Tapi gimana?,sad,
"""Yahh km bilang km udah putus tapi ternyata km masih nginget dia, bikin story buat dia, buang jauh² fikiran kita bakal jadian ya mending kita berteman aja :)) """,sad,
Princess jasmine menggambarkan klo cantik itu ga harus putih jd tidak usah minder klo kulit nya hitam *speak with me*,netral,
"""Bener ga sih klo cowo lagi """"ngejauh"""" atau beda responnya ga kaya dulu lg. Perlu kasih """"space"""" buat dia?""",confused,
Ada yang prnh move sm yg namanya Ibnu?,netral,
Lagu SO7 yang kalian suka apa?,netral,
Dukung siapa di TI 9 ? Me : Team Liquid/ Secret / OG. Hehe,netral,
assalamualikum ukhti cantikkkk.. M19,joy class,
Gue pengen dong meet sm anon tell yg nax bae bae dan ga berekspektasi sm gue,sad,
Suddenly wants c u d d l e.,joy class,
"""Hp gue bermasalah ni. Gue bisa dengar suara orang kalau vn, vc, fc tapi orang ga bisa denger suara gue. Ada yg tau kenapa dan gimana ngatasinnya nggak?""",sad,
I missed the chance to talk with you tonight : (,sad,
"""M40, OM OM BREWOKAN, SUKA NANAS""",joy class,
Masyaallah kenapa gue lebih klop chattan sama yg umur 25 keatas sih? ??,sad,
"""Cowo kalo pake parfum wanginya awet bgt, w curiga dia pake parfum organ dalemnya jg ikut disemprot""",netral,
Next evolution of the human race would be much stronger & buffier pinkies and sleeker thumbs to support their phones one handedly and swipe through tinder and UI better,joy class,
"""maaf mas, keahlianku cuma bisa selonjoran di toilet jongkok.""",sad,
"""Nggak ada yang salah dengan """"balikan"""", asal dia mau, kamu juga mau, yaudah. Tapi nanti jika akhirnya berakhir seperti yang sudah pernah terjadi sebelumnya, kalian""",sad,
Chat yuu pengen dehh gituu M,joy class,
Fc? M21 here (21 karakter),netral,
"""Gue males diambang2 gini, rasanya pengen bikun sesuatu yg bikin dia ilfeel trs dia pergi""",sad,
pecel lele yg enak di bandung di mana lur?,netral,
Chat/fc yukk gabut niihh - m22,sad,
99 persen orang tell lagi gabut,sad,
Kok disini udh jarang 13°C ya:( mentok2 cuma 19°C:((,sad,
Kebahagiaan gue sekarang adalah info pengumpulan tugas diundur seminggu ??,joy class,
"""Waktu gue mau lahiran, kaka gue yg nganterin ke rumah sakit, nungguin gue semaleman, ngeadzanin anak gue padahal waktu itu dia masih kuliah semester 5. I ? u so much kaa""",love,
Gabut segabut-gabutnya,sad,
You're trying so hard. I'm out.,sad,
Mau di nyanyiin di fc. -f16,netral,
"""Pick kalean di pd x 101 siapa? Gua si wooseok,hyung jun,hyun bin, sama yuri?""",joy class,
is it okay to be cruel and leave someone for the sake of your happiness? i guess it is not okay.,sad,
https://line.me/R/ti/g/4_KA49t_p4 Join yang mao main ww onlen,netral,
Yuk FC sayang M nih di line atau skype,joy class,
"""Didapur, duduk diem dimeja makan jam segini trs sendirian:( hadeuu f""",sad,
"""nyuruh login,tp malah maen squad sma org laen, kl gtu ngpain nyuruh login si ajg pke aja nyepam sgla di line""",anger,
"""masuk best mah gampang, bikin aja cerita ngasal tapi yg indah, atau ngadain giveaway""",disgusted,
Sekarang cinta bukanlah sahabat bagiku~,love,
"""Kalo lagi sepi, sepi banget. Kalo rame ya rame banget. HP ku... """,sad,
"""Dia bilang ke gue """"belom"""" berarti ada keinginan buat ninggalin/ngilang/hempas/minggat ya:( knp gk jawab """"gk akan"""" knp hrs kata belom""",sad,
ksl dh sm org sotr kampung gt,anger,
Agak geli2 gimana gituu,disgusted,
Manusia nokturnal mana suaranya!!,joy class,
"""lagu yg sering bikin gua mupeng; sampai jadi debu, ikat aku di tulang belikatmu, wait a minute ??????????????????????""",joy class,
Ada yang ingin cerita tentang privasi masa kelam nya hehe m 22 here chat ae,netral,
"""pengen sekali sekali tidur cepet, tapi sulitnya ampun ampun """,sad,
Ada f yang mau chat di line ?baru install lgi ni setelah sekian lama,netral,
Gue kesel bgt sama orang yg pas lg asik2nya chat tiba2 ngilang. Tp dilain waktu gue ngerasa ya itu hak dia juga.. we're stranger. Tp makin kesini kok Anda makin ngelunjak,anger,
Gk ada yg mau fc apa gitu?segabut ini kah gw? Dari td open tell close tell open ig close ig hadeeh M21jksel,sad,
"""tadi siapa yg sholat teraweh cung! balas story ini melalui dm. m/f bebas. balas story dengan kalimat, cnth : """"hai aku f20. tadi aku sholat teraweh dengan ikhlas"""" aku f21""",joy class,
Kapan pendadaran kapan sidang? Kapan lulus? Kapan kapan kapan iki lagi revisi cuk rasah brisik,anger,
Fr yuk ciwi2 hijab boleh lah m berkumis tipis,netral,
to be honest. obrolan yg bakal awet tuh yg sometimes bahas 18+ tp skrg udh biasa aja bagi gue ahaha,joy class,
"""Ada kampung baru, ada kampung bali. We're the same bruh?""",netral,
Godain aku dong mba :p haha,joy class,
Lagu patah hati sepatah-patahnya hati:,sad,
"""i am sorry that i leave you on read. i dont know what to reply, and i dont want us to end up hating each other""",sad,
"""Film drama korea yg keren, female hostel ??""",joy class,
"""i loveeee u, fourtwnty.""",love,
Yang dibogor nonton John wick yuk? F 24,joy class,
"""M20, hobi motoran sm gangguin nyokap kalo lg pms. gaji masih umr, gatau tahun depan.""",joy class,
Ada yg pake produknya jarkeen ga sih? Yg pnyanya septrina itu yg bening orgnya,netral,
PERCAYALAH HATIIIIII LEBIH DARI INIIII,joy class,
Seremnya penyakit kelamin,fear,
Wkwkwk asik banget guys liat keringet abis olahraga,joy class,
gamaliel sounds more aladdin than zayn. wait. zayn who??????,netral,
"""me: """"kan lu witaaa"""" him:""""oiya lupa"""" me:""""apasi yg lu inget"""" him: """"elu"""" bukannya baper malah geli:( """,sad,
Begitu saja begitu sajaa lupakan dirimu SARANGHEEE!1!1!,sad,
"""Maoo ceritaaa, jadi waktu itu aku masi kelas 7. Hari itu kita pulang agak sore soalnya ada eksul aku selalu pulang naik bus bareng temen. hari itu cuma berdua""",joy class,
"""Hey, peeps. F17 (20 character)""",joy class,
fungsi bookmark apaaaa,netral,
Mau curhatt guyss??????,sad,
but you are still a precious person for me although i feel exhausted as time pass by,sad,
"""Ada yang lain sebenarnya, hanya saja, dia bingung. Dia tidak ingin kehilangan kamu, tidak mau kamu pergi darinya. Namun dia juga tidak bisa melepaskan orang lain itu. """,sad,
Gw goblo jg kalo dipikir2. Gue capek2 mikir knp dia kayak gitu e ternyata emg orgnya kyk gitu bukan nganggep lebih wkwk yg dianggep lebih malah org lain. Gue emg baperan.,anger,
"""niat tidur jam 10, sampe skrg blm tidur. dasar """,sad,
siapa yg suka histeris kl nntn drakor?! suka gemes liat pemainnya aduh :(,joy class,
Ujan gede d keroncong ~~,joy class,
Omg aku baru tau ternyata Rosul nikahin Siti Aisyah pas usia 6 tahun dan disetubuhi saat 9 tahun??????,netral,
"""Besok aku graduation di sekolah, malem ini aku gaboleh nangisin dia, ntar matanya sembab ntar jelek ga cantik, bye bye kamu! Jgn hadir di otak aku lagi ribet -_-""",sad,
"""pinter dah, gua vc pen liat mukanya. diangkat tuh tapi lampunya dimatiin""",netral,
"""Jonas, jadian sama aku yuk? Aku tau Anna pinter dan aware sama isu global, tapi aku suka kamu pake bgt. Mau ga? Plis?? nanti aku ajarin caranya salty??""",love,
saranghae luke hehehee,joy class,
Ada yang temenin nonton John wick ? F23,netral,
Kalo tuhan segala sifatnya adalah tentang sesuatu yang baik kenapa dia menciptakan keburukan?,netral,
"""ni lakik pen gw nyanyiin boy with luv ver. cewe, klo sebenarnya gw penasaran ttg dia.""",netral,
"""Mending dr skrng gue sadar diri aja, kalo ga semua org nganggep gue istimewa kec diri gue sendiri??""",joy class,
Sial nyesel gua klik driver yang tadi cewe mau liatin vidio cover ?? suara sama mukanya ngedukung,anger,
"""Aktris korea favorite, Lee Chae Dam""",joy class,
"""Tuh baba aja pake sarung sm peci sekarang, tambah unyuu. Dear m, km kapan sprti baba???""",joy class,
Slalu sedih di malam hari. Ntah apa yang kupikirkan,sad,
Rangga php ...........,sad,
"""Agak bersyukur sebenarnya dengan cara Allah seperti ini, kejadian kaya gini aja gue udah pusing. Gimana kalo beneran jadi? Mungkin runyam kayaknya :)""",sad,
"""Jam segini belum tidur, dan hari ini dapet jadwal bangunin sahur temen2 kost """,netral,
tanyakan apapun pada saya. perempuan 20tahun,netral,
"""Yang mau UMPTKIN di uin Jakarta, bisa pc nanti gue jadi tour get wkwkwk """,joy class,
"""udah pake skincare malah nangis, dasar :(""",sad,
Diadakan halal bihalal untuk sluruh tellizen yg idupnya gabut n dikit2 buka app tell.. khusus untuk daerah jakarta..,sad,
Bu dokter cuek :'( ......,sad,
"""Ngantuk,tp gk bisa tidur ih""",sad,
Ada kah cewe yang suka sama cowo inteovert,netral,
"""Ketika hatiku kau hancurkan perlahan, hingga pada akhirnya aku kau tinggalkan, kau tau? Aku sangat terpuruk, namun kutatap kedua bola mata orang tuaku, ada harapan""",sad,
"""Balesnya disengaja bgt ya. 59 menit :""""""",sad,
Gimana biar bisa chat awet sama anon?,netral,
baru kali ini baper sm anon sampe dia tau punya pacar aja rasanya suckit:)),sad,
Poin antutu di hp lo berapa gengs,netral,
"""Yang UMPTKIN di uin Jakarta, bisa chat nanti gue anterin cari ruangan - M19 """,netral,
Fc? F13 disini huehuehuehue,joy class,
"""apa tandanya kalo mantan itu ngacangin kita? kayak masih blm ikhlas gitu gasih.. mau moveon gagal, soalnya pasti kalo udh gaada perasaan pasti gabakal asa perasaan..""",sad,
Keluar dari dunia peranonan emg susa,sad,
I hate him so d a m n much but-,anger,
Gue lebih milih lo selingkuh sama cewe dan bukan sama cowo. M,sad,
Dicari mas mas yg uda sering diomelin mamanya buat bawa calon. Wkakak,joy class,
Rasanya kuingin misuh misuh. Kzl gue woyy.,anger,
"""Dalam memintamu untuk bertahan, aku sama saja seperti sedang mencoba mengubah rasa asin air di laut, percuma, karena kamu akan tetap pergi juga. -22.51""",sad,
"""Namanya juga dunia anon, kalau dia udah nemu yg baru dan lebih asik, ya siap ga siap harus siap ditinggal wkwk""",sad,
Tanya bebas clean aja. Aku jwb fast respon. F20 blm full,netral,
Yang ada free ongkir shopee mau kekk:( tp gada batas min order,sad,
Ga seru ah di sini ga ada yg bisa diajak deep talk.,sad,
"""Pengen deh ngerasain punya fake boyfriend kayak di film """"to all the boys i've loved before"""" tapi masalahnya mustahil punya fake handsome boyfriend ?? """,sad,
luntur udah skincare gue sama airmata:),sad,
Tau2 udah mau skripsi aja. Masa muda lempeng gini.,sad,
https://drive.google.com/file/d/1k_-lxdyDopU5F4MVY8ZPogIaEEISo5pJ/view?usp=drivesdk Dan,netral,
"""Pada ngomongin """"sampai jadi debu-neira"""". Jadi inget waktu itu dikasih tau sama anon dari sini, suruh dengerin buat lagu tidur. Dann emang nyaman banget buat sblm tdr.""",joy class,
Ini anak indie baru brojol ya? Anget amat yailah. Mau salty bulan puasa :(,sad,
"""Udah seneng dapet tellizen yg sesuai kriteria, eh baru mau ngajak move dianya udah ngilang duluan. Blm jodoh mungkin""",sad,
"""buat Mba mba rambut pendek dan keibuan yang itu , alafyu :(""",sad,
"""If u need me, im here.. :)""",joy class,
Pengen tidur tapi ga ngantuk,sad,
"""Ya gimana ya gua kalo udh baper suka jadi gaasik lagi, makanya jgn bikin baper""",sad,
Gua mau balik lagi bucin tokoh fiksi:),joy class,
"""Nyesel gue beli rokok.udah eneg bgt skrg ngerokok. Nih gue ksh cuma2,baru bakar 2 batang dunhill ultra,mau gak? -M""",anger,
"""Skypecall kuy girls.. gabut krn insom, bebas deh mau curhat apa aja dan mau ngobrol apa aja terserah. Sampe sahur pun jg gpp, woles. M24, deep voice.""",joy class,
"""Ada ga si yg pengen bgt tdr cepet, tpi gabisa, trus pas dibangunin pagi2 suka nyesel gt kyk """"anjir masi ngantuk knp ga tidur cpt sih semalem"""" """,sad,
"""are you here, t? i dont think i am a good influence for you after all the things we've been through. i sincerely wish for your happiness but seems like i cant give you that""",sad,
"""Saya f22 yg sedang mengalami masa dimana orang2 pada banyak tanya kapan sidang, kapan pendadaran, kapan lulus. Saya tekanan loh ini sampai gemuk banget :((""",sad,
"""Mau nugas jam 1, kira2 lebaran selesai gak ya? Soalnya kata temen gue banyak banget materinya""",fear,
Nggak seru ah. Kalau ditanya hal random jawabannya tuh yaudah??? Gabisa dilanjut lagi convonya.,sad,
"""Gilak udh lama banget ga buka tell Skuy lah yang mau chat, gw F20 otw 21 mahasiswi """,joy class,
"""Mau tanya. Misal ada group line udah ga aktif, gue mau leave group. Apa akan ada notif ke member lain?""",netral,
"""Ya gimana emangnya salah banget apa ngecover suatu lagu, suaranya enak tapi mukanya ga mendukung ya itu kenapa? Kenapa? Kenapa? Oh mengapa""",anger,
Gaskeunn? https://line.me/R/ti/g/jQfyfE9rsn,netral,
"""Nemu tellizen cakep, eh ga asik. Nemu tellizen asik, eh ga cakep. Tuhan memang Maha Adil""",sad,
"""Ayo mana suaranya anak kampus di Depok. UI, Gundar, UP, BSI. Dimanapun kau berada munculah????""",joy class,
"""kalo pensi gue ngundang slank bakal pecah banget sih, semoga aja bisaaaa""",joy class,
I always wanna die sometimes,sad,
"""Bodoamat Bodoamat Bodoamat, kaga salah apa2 dia ngambek2 gakjelas-_-""",anger,
Jadi cowo kasian.. dia gada salah apa2 tp gua sensi bawaannya sm dia doang.. trs dianya sabar bgt coba.. ga ngerti lg gua=(,sad,
tiap malem ada aja yg nyanyiin gue lewat tl tell wkwkwk thankyou strangers!,joy class,
"""Tadi ketemu sepupu2 jauh, gue malu2 soalnya ttp aja kaya orang asing. Tapi kalo sm sepupu deket ya, malu2in.""",fear,
"""Temen gue dulu gak bisa pake toilet jongkok. Jadi pas dia kebelet banget pup, dia sabunin toiletnya dan duduk di toilet jongkok""",netral,
Kenapa anak kedua beda dr sodara yg lain ?,netral,
"""Gue perna move sama cewe sini buat fc, gue kira dia talkative dan seru gitu dan gataunya bosenin dan suaranya kaya ngedesah mulu """,sad,
JNE tutup jam berapa? Jawab,netral,
"""main yok, apaan aja deh f18""",joy class,
Ketika lelah dgn pekerjaan rasanya pengen nikah aja. Piknik juga si ??,sad,
M 25. Cari f w b. Yg suka pelukan. Pc.,joy class,
"""kalo ga inget besok mau remed, udah gua hapus wa tuh :))) """,sad,
Pengen dong dinyanyiin lagu yang bikin baper,sad,
"""Ngasi tau aja kalo kalian belum 21 belom legal age. Kalo berani slebew2, terus cowonya brengsek, kalo kalian masih minor ya laporin polisi aja.""",netral,
Mengapa aku begini???????,confused,
https://drive.google.com/file/d/1lbGAC3HNrpIBXOMu6sUNwSdJfPELoVv-/view?usp=drivesdk mau cerita aja sih.,netral,
Jangan kau pertanyakan,anger,
"""tahun depan umur udah 25, 1/4 hidup kalo umur gw nyampe 100 tahun. quarter life crisis.""",netral,
Fc aja siapa tau jodoh -m29/180,netral,
"""Seandaikan dunia fiksi itu ada yg nyata di realita kehidupanmu, mau yg bagaimana?? Jwb d komen plis??""",netral,
"""Kesel bgt liat nmax, u bawa motor pa bawa speedboat hah?""",anger,
"""Drop your id line, i'll add you. - f 20""",netral,
Gampang sekali ilfeel sama cowo aku ini :(,sad,
M 25. Pengen ngobrol sama f yang suka pelukan,joy class,
"""guys tadi tutup sunlight gue loncat sampe ke wajan yg isinya minyak goreng, gatau wajan punya siapa, jadi intinya gue mo nanya, sunlight ga bikin keracunan kan??""",confused,
"""kalo cowo mutusin kita dengan alasan pnya cewe baru pdhl dia tuh boong, dan dia blg ngelakuin itu biar kita ngejauh, dan biar kita gasakit hati lg sm dia, gmn mnrt kalian?""",sad,
CHANBAEK IS REAL!!!1!!1!1!1!1!1,joy class,
Ini kenapa tiba2 ada lagu slank - ku tak bisa woy?? Trans tv sengaja apa gimana nih?,anger,
"""t, i dont care whether you will see this post or not, but sometimes i am tired of my day. i am sorry for nagging and being clingy. i truly realize i shouldnt do it. sorry""",sad,
Pengen putusin pacar tapi takut galau ah sue F,fear,
"""Kadang aku berpikir, kita ini sedang mempertahankan hubungan, atau sedang menunda perpisahan, sih? -22.56""",sad,
M 25. Kebelet kawin. Bukan nikah wkwkw,joy class,
Ada F chinese disini ? M jaktim,netral,
bikin grup line anak anak tell seru kali ya? wkwkw,joy class,
"""eh gue gabut woi,besok ujian tp males belajar""",sad,
"""sumpah gue baca wattpad """"wanita yang menutup aurat"""" auto shock bener2 sevulgar itu dong anjrit WKWKWKW""",joy class,
app buat edit video nyanyi dimana yakk?,netral,
"""Baca story, tadinya mau langsung ke pc. Tapi pas tau itu diprivate. Batal deh. Hahahahaha""",sad,
"""baru kenal, telponan, dia bilang """"sini aku peluk."""" jangan dilanjutin. cikal bakal ponsek itu tuh.""",disgusted,
Disini ada yang main ome tv ga. Mau tanya dong,netral,
Rasanya tangan udah lama nih gak piknik hehe m 22 Bekasi here,netral,
w gasabar idul pitri trs tar halalbihalalan ama sodara2 w yg gantenk uhuy,joy class,
Tabok dengan sejuta kerinduan... apasih garing bgst,anger,
Ada F yg mau dinyanyiin di videocall?M,netral,
Kan gabut mulu. Dasar aku,sad,
"""Gw ngerti knp org bisa suicide, sayat sayat tangan atau apapun yg berusaha nyakitin diri buat ngalihin kesedihan tp gw ga sampe ngelakuin itu. Ada gk sih yg kyk gini? """,sad,
Adakah anak undip disinii? Pada balik ga lebaran? :(,sad,
"""I like that word, slebew, sounds like conveying our vernacular """,joy class,
M 20 gabut.chat kuy....,sad,
Pengen banget puasa ini pendadaran. Biar pas lebaran kalau ditanya tinggal wisuda kok :((,sad,
I love deep talks. I love to hear all your stories about everything. I love you. M24,joy class,
"""Girls, guys, gausah nyari pacar disini, ekspetasi lu ga bakal kesampaian anjir wkwkwkwkwk""",joy class,
"""Tidur gak ya,bimbang banget sih """,sad,
tolong kasi cara buat rambut ga rontok lagi dong cape ddah di pendekin masi aja rontok,sad,
Ada yg tau gak knp signal wifi down. Cuma ada signal 1 batang doang padahal router sama perangkat masih 1 ruangan?,netral,
"""Bu banget ini serius bantuin dong jangan ditipu mulu :"""") -F17""",sad,
Kasian bapak nungguin ibu yang entah ada di mana sekarang. God!,anger,
"""Slebew, slep bebew. Aw aw.""",netral,
"""Untung slank ga nyanyi #1, bisa2 nangis gue malem ini lol""",sad,
"""Anjir join gc line, baru blg hai trs dikick sama cewe sana juga. Heh mba, bgst anda.""",anger,
"""Inget dulu jdnya, pertama kali meet up sm stranger, ramean si karna ada grupnya. Membernya dr secret wkwk""",joy class,
Fc yok gua gabut :(( M....,sad,
"""mungkin sejak kejadian ini, aku akan membenci hujan :)""",anger,
Jadi gini gaes tmen gua cewe suka nabok pantat gue terus suka pegang2 gua apakah itu pelecehan seksual?,confused,
"""Mabar yuk ah, mobel lejen. """,joy class,
"""Dia gasuka garing, padahal gorengan garing enak """,sad,
Besok ada yg otw ke malang naik kereta kah?,netral,
"""vc yuk, yg gabut.. m23 nih""",sad,
ketika semua telah berakhir:(,sad,
Percayalah nugas diatas kasur itu gabakalan ampuh,sad,
"""Kalo alis tebel tapi dompet tipis apakah masih jadi idaman kalian semua, wahai wanita?""",netral,
"""orang itu cara menyikapi kesedihannya beda beda. gak perlu """"gw ga ngerti sama orang yg sampe....."""". stop it. """,sad,
Capek nyet nungguin balesan lu.,anger,
"""f yg main FF mabar kuy, gue m""",joy class,
"""mabuq pabji hedeh,,,,,""",sad,
"""vc yuk,random talk tapi,M""",joy class,
kenapa aku mimpi lesbian sama temen sebangku:(,sad,
M23 bandung. Ada f bandung?,netral,
"""Apa gua terlalu baik, makanya doi suka selingkhuhh?""",sad,
Chat yuk sampai ngantuk f here,joy class,
Tell gabisa di ios ya???,netral,
Saatnya ** !!! Makan larut,joy class,
Gua gedek bgt dah kalo ada org ngomong 'ew cewe/cowonya yg skrg nggak secakep gue',anger,
"""i always love rain. because when rain starts pouring, the coldness that touch my skin feels like an embrace for my lonely soul""",sad,
"""Aku kan selalu ada di dekatmu, kau harus tahu betapa aku, mencintaimu ??""",love,
Keknya lagi chatan ama yang lain hehehe,sad,
Gatau kenapa pengen nikah padahal gue sadar kalo menikah bukan solusi. Arghhhhhhh,anger,
You get to say no. You get to be an introvert. You get to let others save themselves and come to their own conclusions.,sad,
"""Kenapa ya, sesibuk sibuknya gue pasti masih nyempetin chat, tp kenapa gue gaada feedback positif jg si jir?""",anger,
how to uninstall my life,sad,
"""Ga tau kenapa tiba"""" sedih """,sad,
Pengen nikah sama duda ih :(,sad,
"""dua tiga gudeg yu djum, i still see your shadow in my room.""",sad,
nulisnya nama judul dulu apa nama penyanyi dulu?,netral,
"""Ada yg mau beli voucher tiket booking 1 hari hotel di app oyo max 250rb, dijual 200 Bisa dihotel mana aja kok. Daripada ntar hangus gegara temen gue gabisa.""",sad,
"""Ada yang mau jadi temen chat? Topiknya: apa yang menarik di hari ini, besok dst. Slowres is okay""",joy class,
Cewek itu harus dicari apa nanti deket sendiri si ??,sad,
"""setiap nanya umur gue, auto ec:( """,sad,
"""Ya gak ada manusia yang bodoh sih, yang ada cuma manusia goblók kayak lo gitu contohnya.""",anger,
"""Pengen putus tapi gapunya pacar, suka gitu da aing mah wkwk""",sad,
Bagaimana kita berdua saling memiliki satu sama lain? Yang artinya seri,netral,
anyone up for a talk? just hit me up. f here~,joy class,
Kalo di grup line yg suka nginvite akun aneh2 kyk hacker tp mereka gunanya buat ngekick semua anggota itu namanya apa ya???,netral,
Gw juga baru tau kalo Rosul buta huruf??,sad,
https://twitter.com/educationfess/status/1130126051500146688?s=19 ngakak anjer wkwk,joy class,
Ww https://line.me/R/ti/g/6dj_cI5XL_,netral,
kangen aldry bgt sumpah,sad,
chat?f19:)))))))))))),joy class,
Uang uang uang uang uang uang uang uang..,netral,
Lahi kesel sama pacar ngetik anjg terus diapus lagi wkwk dasar aku:(,anger,
Gua gadibolehin beli baju lebaran lewat online gitu guys huhu,sad,
"""cara nyudahin fran gimana ya? gue udah move dan males aja pas tau dia udah menjerumus. dari awal emang kurang serk, enaknya gimana ya?""",sad,
"""if u need someone to talk, hit me up, aku suka menyimak org yg ingin bercerita""",joy class,
Game yang gabikin bosen apa?,netral,
za lu kemana sih tuhkan gue nyariin lu lagi kesel ama diri sendiri dah:(,anger,
"""Lagi kesel sama pacar, ngetik anjg terus diapus lagi wkwk dasar aku:(""",anger,
Anyone want to fc? ??????,netral,
"""Fr itu friction ratio, fc itu mutu beton. Wah wartell ini mau mbangun gedung kayaknya""",netral,
Lebih nafsu ngerjain freelance an daripada kerjaan kantor. Dasar aku.,sad,
BYE LITTLE BRO. C YA OUT THERE.,joy class,
Giliran minta fc aja cepet anjir,anger,
"""Sudah 1 tahun, dan masih sendiri""",sad,
Vc anyone? Just vc without s. M22,netral,
Kecwea si dikit tapi yaudah lah hehehe :)) M,sad,
"""Semangatin dong, belum jalan skripasian nih??""",sad,
Tuhan tolong dengarkanku Beri aku dia Tapi jika belum jodoh Aku bisa apa,sad,
Shadow settle in a place that you left.,sad,
M24 gabut nih ngobrol yuk f,sad,
P P P P P P P P P P P P P P P P P P P P apa sih bgsd gue hantam lu,anger,
"""Tiba-tiba aja pengen nangis yang kenceng, sekenceng nya..""",sad,
hati hati banyak cowo ******** di tell,fear,
"""Pernah ga sih kalian belanja tp mba mba/ pelayannya itu nyebelin banget. Ntah karna jutek, ketus, atau karna dikacangin. Kalian jg sakithati nya sampe rumah ga sih? """,anger,
Gada jasa hack ig/wa mantan pacar ya? Wkkkkk,sad,
"""Tak mengerti, mengapa engkau membisu. Kau tak lagi sama, engkau bukan engkau""",sad,
"""Demi kalian sampe cv magang gue ga kesentuh sama sekali, nih anggota malah nyantai2 doang dibebanin semua ke gue anjingg""",anger,
"""gw kalo lg overthinking bener2 parah. pernah cuma karna mau usbn, stress mikirin, sampe mikir buat ’udahin’ semuanya. apa gua perlu ke psikiater? gw cape gini terus. """,sad,
"""Buat yang lagi chat sama gue,maaf banget ya klo gue chatnya garing pake banget. Yah,gue emang payah klo chat sama cwok tuh""",sad,
Oi sedekahin headset dong buat gue.,sad,
Panas.. gabisa bobo nih,sad,
Share ur own playlist on Spotify. Thx.,joy class,
"""sudah rutin bukber setiap tahun terima kasih temen temen anon """" Saya """".""",joy class,
"""Rate muka, ada yang mau? #m""",netral,
